word WORD_AVERAGE_FIX_PUPIL_SIZE WORD_FIRST_RUN_FIXATION_% WORD_THIRD_RUN_FIXATION_% WORD_THIRD_FIXATION_Y WORD_LAST_FIXATION_Y WORD_SELECTIVE_GO_PAST_TIME WORD_SPILLOVER
in  9.271440586939503 6.073640517759297e-05 1.7313258934260589e-07 0.010345719019097381 1.394947477652971 0.932512880263613 0.1766225491088496
wereld  0.2873418412860238 2.2012051921571483e-06 1.3836042891732964e-08 0.0009497715232390906 0.04522365235121702 0.03104371097234612 0.00949043310455315
grote  0.8236415918731452 5.759252853683848e-06 8.192393817473465e-08 0.0023335578656083307 0.13059877296145936 0.09350252143676382 0.040590580567641865
ruchtbaarheid  0.03780365562817455 5.769265779460758e-07 1.3836042891732964e-08 0.003980411076116442 0.006706293578983778 0.012488849241748439 0.0009958309818128858
aan  4.744321924666387 3.103460831254887e-05 1.5802217407926593e-07 0.011061370132352673 0.7177075861566748 0.5116641482641228 0.0917584518196217
gegeven  0.07835190882775947 5.550801944328133e-07 1.3836042891732964e-08 0.0013675836079302373 0.010869850170219741 0.013106009575998107 0.0019843798357880174
is 1.8026295945675326 1.2073585901800505e-05 1.0868575797848131e-07 0.005157020881501574 0.28090516849023267 0.19260499918076063 0.04918531194815125
op  7.240325329061152 4.795281181161148e-05 2.2174079265961517e-07 0.011059913706785121 1.0839767700121985 0.7492180815234212 0.1369458755848459
deze  2.4166941506308146 1.6981740064446823e-05 2.7417211309144527e-07 0.013655628174552605 0.3473292796155037 0.28108467294143347 0.11305685521309326
manier  0.9523754847166342 6.655318684119499e-06 4.0415809499535766e-08 0.0017746545540606965 0.1632004951846929 0.10357370423637786 0.024291357934788545
hopen  0.065642010595496 4.955487993591727e-07 0.0 0.0 0.014570445484170478 0.0067123013344499265 0.0003750295836443409
we  3.3008095359464034 2.2004951846929616e-05 1.4564255675508384e-08 0.0022838573431156585 0.4790560541790308 0.35114966593238545 0.10982176992117097
voorgoed  0.03747474011906279 2.5487447432139673e-07 1.5292468459283802e-08 0.0013462833840048062 0.006602887363687669 0.006299040579657376 0.00035500373209051685
einde  0.05160206812430592 3.34795827340749e-07 0.0 0.0 0.00838427788599829 0.006371861858034918 0.00037867064756321795
maken  0.3945176136467076 2.548744743213967e-06 3.750295836443409e-08 0.0008818656811520326 0.06407689926996672 0.036944055052886456 0.011462069216625098
sensationele  0.037180724207613466 2.9474412423310096e-07 0.0 0.0016144477416301043 0.007896193267672814 0.005891241420743141 0.0037229878570518306
geruchten  0.036855759252853684 2.1900999472045733e-07 0.0 0.0 0.007912213948915872 0.0037229878570518306 0.0005079284166833549
nog  3.4897105536237696 2.3893389648455255e-05 4.88994884305194e-07 0.017651513772324275 0.4972144040488629 0.38861621365763077 0.1248138506071474
steeds  1.1556306140654298 8.786069289446373e-06 7.555207631669974e-08 0.00640408527371698 0.17927524622694752 0.13558957927506418 0.0431284021190992
ronde  0.07689320759525933 5.057437783320286e-07 3.185930929017459e-08 0.0015680241766644213 0.01373700595313951 0.008139598390649748 0.002505051976187442
doen 0.9821034244206156 7.029984161371952e-06 4.260044785086202e-08 0.0037441060277813186 0.15451728595095493 0.11870960694714995 0.03266580494820587
ik  20.038043911230858 0.0001364668936263177 8.454550419632617e-07 0.03321742613191574 2.811563290793573 2.0945766352928326 0.5574669118316372
zal  2.232422454441188 1.5015383495057272e-05 3.020262520708552e-07 0.014778350233938359 0.330010559085365 0.254970962515247 0.05663128766225491
daarom  0.3866950426914745 2.699302736259535e-06 6.936226765460867e-08 0.002046277922408928 0.060790474976788245 0.044349979063882466 0.013908864170110505
kort  0.2342149502084509 1.5543701869686325e-06 1.6202734439003076e-08 0.004021737151595696 0.047839028564146444 0.029410693804729743 0.010728394836971362
omstandigheden  0.21231983105463417 1.7790238307633487e-06 3.185930929017459e-08 0.0021036246791312422 0.025520581113801462 0.025633089988894756 0.009128147244624879
uiteenzetten  0.031002148227712134 1.6858125944400954e-07 1.6930947222778494e-08 0.00018787889821405816 0.0014081814706257169 0.0038686304138069146 0.0007136485280999108
ertoe  0.15797757104625973 1.13346319794644e-06 1.674889402683464e-08 0.0029261410184055784 0.022938520635729754 0.01868047843579894 0.008068597644231644
geleid  0.03474758324382385 2.0007646234229642e-07 0.0 0.0 0.0015940577836843926 0.0035737042363778696 0.0012852955633636148
hebben  2.2653399297274666 1.592219046405359e-05 2.6998488958473663e-07 0.010341895901982557 0.3709681588960294 0.24592838027271569 0.07363323563145151
bij  2.8208652806350014 1.8131770103224134e-05 2.430410165850461e-07 0.006711209015274264 0.38941251433668905 0.30163665823153524 0.0695333976587959
raakte 0.03655173041562745 2.3503067596351652e-07 0.0 0.0 0.0026670793205774727 0.004833512352309345 0.0
was  9.855217171257442 6.657976660780293e-05 5.70372662892097e-07 0.030120883322106724 1.4355759252853706 1.0566658777694842 0.30311128911868046
gewond  0.0420470061351927 2.3666915472701125e-07 0.0 0.0 0.003038467840302936 0.003903220521036247 0.0012943982231608075
front  0.026062735531322254 1.3235267345118245e-07 1.9115585574104754e-08 0.0002810901345373118 0.0018048753845873765 0.0026434124051047717 0.0021409455842997323
naar  4.71946276101877 3.273899033297531e-05 5.299568533925613e-07 0.02925922554570445 0.7301197910029315 0.5361448415226929 0.14756503850425093
huis  1.0684567532633034 6.865954231826539e-06 1.5037593984962403e-07 0.005031222123104371 0.16000309490433107 0.11825083289337145 0.03503795809135429
gestuurd 0.10458470024941288 7.968468386462524e-07 2.4213075060532687e-08 0.00031058275228021626 0.012584063063227076 0.013204318301807788 0.00039687596715760345
en  10.770284021190992 7.09108121393071e-05 2.539642083416775e-07 0.012717326002657977 1.6544735931839294 1.0797047097161792 0.33362886635474887
nadat  0.23783961113437346 1.5782191556372768e-06 4.9700522492672356e-08 0.000952866427570136 0.022228877277940623 0.02639225181598063 0.003854066158131406
enige  0.6532490305667317 4.389302554206339e-06 7.755466147208214e-08 0.00534289719456025 0.08436217662801071 0.08056035973711519 0.02581696371679805
maanden  0.07864516011578583 3.976041799413789e-07 0.0 0.0 0.007490396693913961 0.005723752480474795 0.0022101257987583974
had  5.463419141073022 3.68832492854412e-05 2.8291066649675043e-07 0.013206138833767226 0.8062111088860163 0.5898760217735622 0.16575215277904204
doorgebracht  0.04077565584663839 2.7726701742249085e-07 4.5877405377851407e-08 0.0008478217335105317 0.004205428826303046 0.006672249631342278 0.0006499299095195616
nogal  1.2445299022374339 9.056054179031117e-06 8.137777858690309e-08 0.010107957545194706 0.1941806695916546 0.14556245334886853 0.07677001219756413
deprimerend  0.04017731981284931 2.1846383513262575e-07 0.0 0.00044839702160971435 0.004244752316626918 0.005299568533925613 0.003418959019825593
herstellingsoord 0.04005346902364871 7.456898905860292e-07 0.0 0.0038265761255438843 0.005587576689908792 0.01431848386098418 0.002477743996795864
kreeg  0.6263464290265616 4.3183018077882346e-06 9.230097034353438e-08 0.007518068779697428 0.10232791421653407 0.0734912341386153 0.01413096906916201
maand  0.05317409747128111 2.967467093884833e-07 1.5292468459283802e-08 0.0005186695552440423 0.0061495749057874725 0.0044420979810300566 0.002541462615376213
ziekteverlof 0.03970733128220065 3.2259826321251066e-07 1.4746308871452238e-08 0.002108540115421726 0.005400608057674452 0.009543228531376869 0.0037466547725245316
aangezien  0.10602687105172132 7.68446540079011e-07 0.0 0.0 0.010059349341877695 0.013193395110051158 0.0020881501574760144
geen  3.8053688397749825 2.6973183564237426e-05 4.3146607438693586e-07 0.02115713011341914 0.6302120919732747 0.42825101494656737 0.15021937410111236
naaste  0.019888401390886417 1.485554078901855e-07 0.0 0.0 0.0027486391523603194 0.002534180487538459 0.0009230097034353439
familie  0.263408527371698 2.059931912104718e-06 2.4213075060532687e-08 0.0020351726774563528 0.04032114183764495 0.03005152105445211 0.004973693313186113
of  2.213431739154181 1.4497806258988875e-05 1.2871160953230534e-07 0.004926177429044766 0.3672264195597956 0.22811811611352836 0.05863569334959675
vrienden  0.10208177829561799 7.486027417211308e-07 0.0 0.0 0.016027417211309142 0.01173514901054088 0.00425094212528901
heb 0.4828357151959802 3.296801325347268e-06 2.4031021864588832e-08 0.0009126326712665441 0.06787798794807841 0.04617233155528045 0.013386371497751643
overleggen  0.03624254947295599 2.3375630359190954e-07 0.0 0.0006737788781882066 0.00664639807751825 0.004767973201769557 0.0010468058766771652
zou  4.4801159496804965 3.077918767863966e-05 4.0488630777913316e-07 0.017898559959220083 0.7618540297474918 0.5202716233683482 0.1313022265105864
gaan  0.5796907462360502 4.0202807260281436e-06 0.0 0.0006650403247829016 0.08746545540606965 0.06524968595823699 0.01999854357443245
toen  4.505419851080485 3.141564565165935e-05 3.127673906315426e-07 0.02325329061151669 0.6453749385570468 0.4997087148864898 0.12215405341440769
john  3.0653720075005926 2.0381583498698276e-05 3.0512115640190065e-07 0.01702834568260846 0.4336359664293907 0.345933841868594 0.12285495821879153
cavendish  2.3730625352728065 1.7987037812448775e-05 5.325055981357751e-07 0.04435889967048371 0.34414444100566177 0.3050392324637259 0.10575288099182581
tegen  2.1292280398332393 1.4970780462051002e-05 2.1882794152451346e-07 0.015199439276156496 0.3400300387773304 0.25214003531832 0.058542846219665386
t  0.6492854412059204 4.082360865844999e-06 0.0 0.0005232208851426387 0.0906133372171348 0.07001401809608768 0.020957963917056562
lijf  0.055762893917602724 4.057965737588523e-07 0.0 0.0 0.011522874984070345 0.005254055234939649 0.0023266398441624645
liep 0.13046842287316354 9.435817145769996e-07 0.0 0.0 0.027884723916328354 0.014961131642665987 0.002850953048480766
hem  4.789553496331627 3.206357297602354e-05 3.963298075697719e-07 0.01890385770722205 0.7518159806295396 0.549296364397677 0.1516011578583262
laatste  0.9260631906643122 6.536984106755992e-06 9.994720457317629e-08 0.007174170292559487 0.14229550874765612 0.10943763767772943 0.054830781554370184
jaren  0.1340230115239673 9.989258861439312e-07 0.0 0.0 0.025521855486173067 0.017495312130204447 0.005066540443117479
weinig  0.2874852081778296 1.8685940031677256e-06 2.931056454696062e-08 0.0007919314023557683 0.03531595332156055 0.030171676163775054 0.020639370824154818
gezien 0.47222292413843325 4.013544757778223e-06 0.0 0.001842924502539642 0.08194123322834933 0.05753609204609587 0.017673724262229424
eigenlijk  0.7498432886089315 5.954049773343771e-06 3.932349032387264e-08 0.006237324546232409 0.11232445520581112 0.09408327113182471 0.02672722969651732
nooit  1.4233946003022084 1.0231207558848702e-05 1.7713775965337073e-07 0.008714522383440441 0.2232197928234631 0.16030694168836135 0.048586356933495965
goed  1.227987037812449 8.622403466292844e-06 1.6839920624806567e-07 0.008450727302517795 0.1959445830071547 0.14714995721749896 0.04913433705328697
gekend 0.02143858435434834 1.3271677984307013e-07 0.0 0.0 0.005456316335633272 0.0026197454896320703 0.0
eerste  0.97889227912396 6.952793606291763e-06 1.5966065284276064e-07 0.008570336252252909 0.1125758706694096 0.11016402992954541 0.035249139798649166
plaats  0.4983120755884869 3.4362540734402587e-06 3.367984124961314e-08 0.002822370696717581 0.08632580239946111 0.056640390322052106 0.020166032514700796
hij  12.88204631433305 8.818329115767615e-05 7.08186932221595e-07 0.03339110488084617 1.8217431593511608 1.4023157166524058 0.42321360301480093
ruim  0.1371844927087695 8.00123796173242e-07 5.243132043183018e-08 0.0014729924083817293 0.011713848786615445 0.014729924083817292 0.0044238926614356714
vijftien  0.09661894445556991 5.49072438966666e-07 8.192393817473465e-09 0.0016981922117642774 0.012833293888474212 0.01300223925431011 0.0031804693331391434
jaar  0.26116331992208125 1.4992080685976442e-06 6.317245899251762e-08 0.003539296182344481 0.04568861621365765 0.02946166869959402 0.014704436636385152
ouder  0.10651537439239746 6.187988130131625e-07 8.192393817473465e-09 0.0002033534198692858 0.018005425185239125 0.012203025724116587 0.0021773562234885034
dan  3.2549828323836225 2.2495403156802407e-05 2.87097890003459e-07 0.012303883194669482 0.49239272515429067 0.3703981503395292 0.08706512042818912
ik 3.6405626354020644 2.501793223980046e-05 2.5214367638223884e-07 0.012874437910757522 0.5185703362522531 0.3937664985708824 0.090667953175918
hoewel  0.8413066868138871 5.9891860401609375e-06 9.921899178940087e-08 0.00581987656793315 0.11125999016912742 0.10655937664985708 0.026235686067468914
je  6.694765952411295 4.480547616013393e-05 2.696207831928489e-07 0.008724171202825466 0.9752258369895689 0.7138378634236924 0.18090808134136796
zijn  9.046229478053489 6.317100256695001e-05 7.720876039978886e-07 0.037162882994410965 1.3604090735312868 1.0142292777949717 0.3493691856760545
vijfenveertig  0.04238416865408072 3.437164339419978e-07 7.537002312075589e-08 0.0026104607766389335 0.0032827832292595892 0.010160388865626537 0.0014600666314697154
nauwelijks  0.42637728704327404 3.649074259498626e-06 1.2452438602559666e-07 0.008045112781954886 0.061243059221904636 0.055660944127874167 0.018208960658304355
aanzag 0.041961077026707205 1.5037593984962406e-07 2.0389957945711735e-08 0.0006144295363105099 0.003080522128565967 0.006821533252016239 0.0002967467093884833
maar  9.880015183236543 6.826976642574972e-05 6.925303573704238e-07 0.032729705619982154 1.4226567022884093 1.0877969742758835 0.2774599938101913
jongen  0.025079648273225435 7.500591672886817e-08 0.0 0.0002836388792805258 0.0018161626827358952 0.003036647308343498 0.000648109377560123
dikwijls  0.059763512898468936 2.843670920643012e-07 0.0 0.0 0.005125889784995175 0.005386954067978664 0.0026397713411858946
gelogeerd  0.03761856214385843 1.3635784376194724e-07 0.0 0.0 0.0030787015966065286 0.004549509366636931 0.0
styles 0.42317879444373646 2.873709697973748e-06 1.2233974767427044e-07 0.0035169036392433874 0.06465200531595329 0.06541717489850535 0.020437291776657138
landgoed  0.14540270166942781 9.452201933404939e-07 2.0025851553824028e-08 0.0013440987456534799 0.020597498589087725 0.018764222905933114 0.00661945420451856
moeder  0.5795445029037485 3.878643339583828e-06 9.484971508674835e-08 0.002455533506890713 0.08391468987238072 0.059877296145933845 0.01612263103278778
essex 0.06565358917875803 3.8868357334013e-07 6.990842724244025e-08 0.002227967011960895 0.007241165868666824 0.013346319794643995 0.0025833348504432996
praatten  0.07123923610478981 4.3037375521127275e-07 0.0 0.0 0.00826922026616177 0.009616049809754411 0.003278778058948825
tijd  0.9669030384678402 6.239327131387794e-06 4.077991589142348e-08 0.0024695516029783903 0.12426659870014009 0.10291103060314225 0.026889257040907354
over  2.9609151814160097 2.0254874474321378e-05 1.6639662109268328e-07 0.012436782027708496 0.4642338291248696 0.3450253964208342 0.07340748966848112
vroeger 0.047128110833985694 2.3794352709861817e-07 0.0 0.0 0.007027253363432795 0.0063281690910083925 0.0013963480128893662
eind  0.19534520927014873 1.1769739117770213e-06 0.0 0.000445120064082725 0.027853956926213844 0.021160042964554242 0.0034535491270549254
liedje  0.032861821624278614 1.243423328296528e-07 8.192393817473465e-09 0.000546705747419396 0.004947295599774254 0.0035791658322561854 0.0009157275755975896
mij  3.1615584117679183 2.207540643375991e-05 2.2319721822716596e-07 0.014302645232937061 0.48535491270549197 0.36756540261064286 0.11073385643284968
uitnodigde  0.036554461213566605 1.8514810027490034e-07 0.0 0.0 0.005439385388410494 0.005507109177301608 0.0007227511878971036
verlof  0.03213238908409037 1.6257350397786233e-07 0.0 0.0 0.004873382002221049 0.004260044785086202 0.0015292468459283802
brengen  0.1844335414808207 1.4240200986728329e-06 0.0 0.0020717653698410676 0.03584481785577745 0.02287862513426423 0.002102714413151523
erg  1.009204900872035 7.1068106100602635e-06 3.204136248611845e-08 0.0016828997433049938 0.13998816654226362 0.11692730615885961 0.043911230861657775
leuk  0.03891205010103952 1.6930947222778496e-07 0.0 0.0 0.007311256349105209 0.0038686304138069146 0.0017185821697099893
vinden  0.1857292140763531 1.097052558757669e-06 3.276957526989386e-08 0.0020712192102532363 0.027477288863806012 0.023275501101421837 0.0037593984962406013
weer  1.5330799577636585 1.0447122649238108e-05 7.482386353292432e-08 0.0030311857124651824 0.23559813577527358 0.17687560305121156 0.03943272224143895
eens  1.8474048316918201 1.330299113400936e-05 1.5092209943745564e-07 0.009870196071292033 0.28322398004696997 0.2206575761437492 0.05800578929163101
zien 0.6762948533561507 4.701705838445993e-06 3.040288372262375e-08 0.0017173077973383821 0.10917748366072572 0.07470917001947969 0.01873327386262266
al  1.5593027726701743 1.0494456480183505e-05 1.3089624788363158e-07 0.004879025651295309 0.23174789273425686 0.17565220557446887 0.042800706366400265
jaren 0.02570500100129258 1.4363997159970143e-07 0.0 0.0 0.006324345973893571 0.0030748784794917073 0.0019989440914635254
voegde  0.3322519434178667 2.3300988548853974e-06 8.192393817473465e-09 0.004014090917366054 0.05618270858744925 0.03786160316044348 0.009694332684010269
eraan  0.3840717107538823 2.70094121502303e-06 1.381783757213858e-07 0.007454350161117078 0.06897977388993062 0.050838354967321454 0.010353365253327022
toe 0.4263904312840212 2.956361848932259e-06 2.4213075060532687e-08 0.0017034717544466493 0.06272296965173225 0.04384569171111799 0.01417830290010741
met  5.918047825374574 3.983451364488704e-05 2.2902292049736938e-07 0.015461959984707532 0.8728520453676556 0.6329498079338782 0.15280270895155565
moeder 0.18435176318520272 1.2860237761473902e-06 2.312075588486956e-08 0.0020129621875512025 0.03063045021755357 0.021090862750095578 0.014207431411458428
och 0.1708469114675308 1.0817600902983852e-06 0.0 0.0 0.02004369276702653 0.019288536110251414 0.007029073895392234
jawel 0.24918713248011068 1.957435962788326e-06 1.2743723716069836e-08 0.0015776729960494456 0.041017859418522096 0.029709261046077663 0.01172240528682481
weet  2.0960036046532795 1.4686777476378584e-05 2.0790474976788222e-07 0.011012579875839723 0.3146576489650276 0.25393143876640756 0.05084745762711865
ze  7.9423365981539815 5.16477634764879e-05 1.4090917366054364e-07 0.009777713047752556 1.1887443791075742 0.8340712556208925 0.23454459393034643
hertrouwd  0.034857288499699615 1.6093502521436762e-07 4.5877405377851407e-08 0.005557537912578056 0.009226273917238617 0.007262101986200368 0.0011123450272169527
vrees  0.10547479473502157 8.733091809426714e-07 1.2197564128238271e-08 0.0017646416282837845 0.016913470115967884 0.013162446066740701 0.001614811848021992
verbazing  0.45884143166633284 3.61393799268146e-06 2.0389957945711735e-08 0.002472464454113492 0.059766425749604044 0.05479255038322198 0.023375630359190956
duidelijk  0.7771020954322854 6.7328733455915845e-06 1.268910775728668e-07 0.0078388465109505 0.13005042873527647 0.09728194578455825 0.03489231553459921
liet  1.1150937391905915 8.129585464872844e-06 2.752644322671084e-07 0.011427661162591704 0.17339838700868404 0.1325674962223962 0.039234284257860144
blijken 0.03598554497624206 2.026252070855104e-07 0.0 0.0 0.010435107138305812 0.00509020735859018 0.0028345682608458193
mevrouw  6.119365471790857 4.422090334795827e-05 1.2567132116004292e-06 0.07471900089206068 0.9261328260117583 0.7332247082597535 0.4119117406106064
cavendish 1.8829805567186735 1.4728467658249743e-05 4.22545467785687e-07 0.03935170856924395 0.2902140945584303 0.2679440732582061 0.058693950372298784
johns  0.24935931839283443 1.8292705128438532e-06 4.660561816162683e-08 0.005820422727520981 0.04739208796810428 0.030759707986673705 0.016484916892716053
vader  0.18792137122467184 1.0797575051430028e-06 1.0377032168799723e-08 0.0016914562435143548 0.03437200750059166 0.023339219720002184 0.00801034062152961
trouwde  0.05705379671940141 3.5809863642156235e-07 2.4213075060532687e-08 0.0027657521527790422 0.014144805112053741 0.009992899925358189 0.0029419796464526934
weduwnaar  0.07045507837390085 4.309199147991043e-07 2.4031021864588832e-08 0.0034096743068324567 0.013143694587558485 0.011580403793988604 0.003668371898268674
twee  1.1179660834895957 7.411385606874335e-06 1.5966065284276064e-07 0.008331118352782683 0.18717089333503253 0.13477033989331683 0.053115840448579074
zoons  0.029855504378379364 1.0286005570827795e-07 2.6397713411858948e-08 0.0023575888874729197 0.009358444537493855 0.003056673159897322 0.0014163738644431903
had 1.2614820768628592 8.215514573358333e-06 1.0468058766771653e-07 0.005105499827049463 0.2011764277521891 0.13708969760964154 0.042773398387008686
herinnering  0.08518966301953432 9.020735859018005e-07 1.2015510932294416e-08 0.001812885725208906 0.019705073822570952 0.01259990169127419 0.0018460194068706877
knappe  0.12505811138014528 6.9708168726902e-07 1.2015510932294416e-08 0.0020315316135374756 0.019838700868393743 0.013706785122612827 0.006754173569517013
vrouw  0.9382851135101676 6.163775055071092e-06 1.2962187551202463e-07 0.005265706639480055 0.16469588013617578 0.0982996231498844 0.028391195907444156
middelbare  0.0734487611280016 3.7339110488084615e-07 0.0 0.0011454787088787345 0.014636530794298091 0.008765861384696608 0.005822061206284476
leeftijd 0.061879280525769624 3.1786488011797044e-07 2.1482277121374864e-08 0.00293615394418249 0.014008265215095851 0.009126326712665441 0.0006208013981685448
moest  1.211616341094868 8.414862822916851e-06 0.0 0.0028549582187915304 0.19085455770176055 0.146585592310073 0.03990606055089297
z'n  0.288619253946003 1.8443809281071924e-06 3.440805403338855e-08 0.001957435962788327 0.05206248065684794 0.031172968741466255 0.017171257441424385
minst  0.11689621147299241 7.33492326457791e-07 1.3653989695789109e-08 0.0013937992681461525 0.018734730288190213 0.012062844763239818 0.00397422126745435
zeventig  0.07571759908245189 6.35547707039997e-07 0.0 0.000897704309199148 0.008720166032514699 0.011744251670338072 0.003378907316717945
zijn 2.5260442389266142 1.8013799632252518e-05 2.5068725081468805e-07 0.016627646598336033 0.4313763221613353 0.27752371242877166 0.06555371479546324
herinnerde  0.34638212965828613 3.104006990842725e-06 9.120865116787126e-08 0.005736314150994921 0.042779406142474836 0.05045058165996104 0.008929709261046078
me  3.831962151140563 2.643248557228417e-05 1.764095468695953e-07 0.006600884778532288 0.5441657412295869 0.4058038558866901 0.10962333193759216
haar  8.05797385716106 5.481239418157995e-05 6.031422381619908e-07 0.03499972692020608 1.2591033880099756 0.9466402082688562 0.31164412241256895
energieke 0.039899688689034936 3.475395510568188e-07 0.0 0.0 0.00211345555171221 0.003928707968468386 0.002761746982468277
dominerende  0.04269602577873254 4.402046277922408e-07 0.0 0.000609332046824082 0.0031853847694296275 0.00554169928453094 0.004079812121101786
