word IA_DWELL_TIME IA_FIRST_FIXATION_DURATION IA_FIRST_RUN_DWELL_TIME IA_FIRST_RUN_FIXATION_COUNT IA_FIXATION_COUNT
индийском 0.1868986618702144 0.14106905473921885 0.16610022314938222 0.1546265810526943 0.17414486649928462
знал 0.30624998501467277 0.25252710741427725 0.28521069581935315 0.2630096986129941 0.27889365837855357
их 0.07851401621464671 0.059161256688481004 0.06566907051774508 0.06502987053617985 0.07725223401096083
особенно 0.17033832288889328 0.12840658839037794 0.1469837275356832 0.15173636458441966 0.17938230609324804
злило 0.19963050332686563 0.16282338791742468 0.1866474751915494 0.14451082341373303 0.15712318781890341
то 0.24597798426414605 0.23629404154596037 0.2364987385278969 0.23121731746197283 0.23568478172835514
я 0.17733703940713805 0.1819130795291844 0.18051192563344362 0.18303711097537356 0.18086039793742073
никуда 0.14755816627792936 0.11292274094675268 0.1280460764755427 0.13150484930649703 0.1505763883264491
волгограде 0.2672851831047152 0.1388416486117575 0.20997012975005058 0.1979798280768142 0.24746902081477287
себе 0.4118935607111094 0.37603075810578207 0.38084623315402444 0.40284254279457116 0.4326017116168571
диетические 0.21439586138151137 0.14270923561489493 0.1719623501826891 0.17196787986234227 0.21080694365702873
овощные 0.19680981901351854 0.14812250747617978 0.17306853686581034 0.1546265810526943 0.17545422639777547
блюда 0.09149035673439994 0.08950122803071969 0.09229703738090175 0.09537714345306379 0.09689263248832378
сытные 0.18111417184072875 0.14466665312084578 0.16041694066963388 0.14306571517959565 0.16236062741286686
и 0.5819039124428184 0.6133890839103873 0.6081443312789879 0.6184540057377814 0.5931213504861045
восхитительные 0.23790951518178113 0.14476789885391222 0.19096623996636986 0.18063852926716625 0.22913798223590082
на 0.9355032128234317 0.9367410397178313 0.9477403103331998 0.9470673241660832 0.9416997381280204
многие 0.14386086337248497 0.13350937333692578 0.1383726934754584 0.13873039047718366 0.14795766852946737
настоящие 0.17948020249219368 0.1388011503185309 0.16340430710129647 0.15607168928683166 0.17152614670230285
шедевры 0.1519830029808967 0.13737021062452545 0.14990485524380562 0.14017549871132104 0.14402958883399478
вам 0.05703387901237134 0.05777756500323987 0.060429587485715995 0.05635922113135587 0.053683755838125326
помогут 0.14066448537681048 0.11440767836506026 0.1280593242202507 0.1300597410723597 0.14272022893550393
зоркий 0.18706563684013766 0.15428499776215618 0.17364481376060997 0.13873039047718366 0.15450446802192166
глаз 0.0917885263235487 0.08786104715504361 0.0940921067888409 0.09248692698478912 0.09034583299586944
терпение 0.20401955967913513 0.1547912264274883 0.18065949458351618 0.16040701398924362 0.18331038578872064
придерживаются 0.233908079295405 0.14127154620535168 0.20980453294120008 0.20954069394991284 0.2317567020328825
удалось 0.12232109225237986 0.09720940317484351 0.10457107285289909 0.11271844226271174 0.1309359898490862
вскрыть 0.1607312987265208 0.12801510488918777 0.14454614250940417 0.13873039047718366 0.1584325477173943
банку 0.12218989763315442 0.1099258672479865 0.11129430329222845 0.11127333402857442 0.12438919035663186
об 0.05104067027048163 0.05050137165353279 0.04955981295277069 0.05202389642894388 0.054993115736616194
острый 0.35147634829675395 0.2719797875941064 0.30880492914436913 0.28324121389091667 0.3273399746227154
край 0.24884041231997397 0.23719175371248274 0.24041344708912218 0.23555264216438476 0.24615966091628202
бампера 0.16856123213756674 0.14040083290098043 0.16171521965102162 0.14595593164787032 0.15581382792041254
своего 0.1388575776665691 0.12553120957129146 0.13775667334653463 0.13150484930649703 0.1296266299505953
иной 0.13100975408017418 0.12203485692273094 0.12337624646595922 0.10982822579443709 0.11522367106719582
воскресеньям 0.20104979057121367 0.11695907083833416 0.17836101087667153 0.1979798280768142 0.22128182284495562
музыканты 0.1769159440255145 0.14081931526432165 0.16679572974655424 0.15751679752096898 0.16890742690532115
исполнявшие 0.22061567901115411 0.144491160516864 0.18484578191125622 0.17919342103302893 0.208188223860047
сонату 0.1533545830909809 0.13573002974884937 0.13772355398476455 0.12861463283822236 0.14533894873248562
собирались 0.2339378962543199 0.1549667190314701 0.20275673275652378 0.18641896220371557 0.21604438325099218
точки 0.12458121773812733 0.11724255889092015 0.12283971280528368 0.11560865873098641 0.11653303096568669
ста 0.11012595605619634 0.11025660330933683 0.11251309580536795 0.10404779285788776 0.10474879187926894
такие 0.23693748232115625 0.21246079598212397 0.22584092791028026 0.2254368845254235 0.2317567020328825
микробы 0.1367167200164811 0.11600736094750976 0.12915888703101788 0.12427930813581038 0.132245349747577
которые 0.22985297288298215 0.21125259690086465 0.21826321793728246 0.22977220922783548 0.23961286142382768
могут 0.10002397037583693 0.10102299245367886 0.10032517067397287 0.10404779285788776 0.10343943198077807
жить 0.20672693954860574 0.2033014319973814 0.2054327771875475 0.19653471984267687 0.20033206446910184
при 0.06023622039982883 0.05773031699447553 0.058157599268287445 0.06069454583376786 0.06023055533057964
температуре 0.13286436892467937 0.11414443945908755 0.13104669065191332 0.14017549871132104 0.13879214924003133
выше 0.1156778738061459 0.11222077053082548 0.11284428942306891 0.10260268462375044 0.10474879187926894
установили 0.16239508503397077 0.11982095022634509 0.17169739528852837 0.18063852926716625 0.17152614670230285
камеру 0.1204664774078747 0.11712106401124044 0.11908397718055487 0.12283419990167305 0.12438919035663186
новый 0.1504146309419743 0.13115372261424693 0.1417442445036541 0.1343950657747717 0.14402958883399478
штатив 0.12623904065379432 0.12424876361911677 0.13588211747034726 0.12283419990167305 0.11522367106719582
приступили 0.19160974137876452 0.14309396940054733 0.18684619136216996 0.1820836375013036 0.18985718528117493
к 0.12920650119010194 0.14021539820600767 0.13760119142629038 0.1418522864056756 0.13369768414371502
появилась 0.2479747983374556 0.13705624447497514 0.1752570096617031 0.16447417427707345 0.22159228962501015
сидела 0.1267494946947638 0.10698229542655978 0.11870197777902515 0.12299807815502883 0.13476957965497693
кресле 0.10069254651645396 0.09848516899617675 0.10481724872749948 0.10011471477734904 0.09718960071272376
молодая 0.17926472117055112 0.13275424021305163 0.14725155049828592 0.14445123132160365 0.1788288653114117
мурка 0.14536412992792105 0.13231335157751292 0.14217752770041958 0.13300954963276376 0.1399530250263222
урчала 0.1570440167784024 0.14177909697991284 0.15089645576393665 0.14016060068828864 0.14513647039766747
у 0.1109222727412274 0.11683567161013013 0.11712306429315578 0.10877928335644553 0.10374494010773501
нее 0.09589429082699398 0.09658133170635035 0.09578365258349457 0.09153345351071913 0.09200615534137847
никак 0.13593877404099902 0.10465760989371913 0.12590001012018434 0.13300954963276376 0.14513647039766747
суметь 0.1738172549942023 0.12218627322180484 0.13370771186728875 0.13157933942165875 0.17364541994006646
испечь 0.19148758406461222 0.1490537594663021 0.16584974517211892 0.15017207216602357 0.17494128128290276
такой 0.324746459020955 0.24870022745845516 0.2669654784259111 0.2645292969622931 0.3204017170162793
торт 0.12204566962157855 0.11277396886613687 0.11175305766825214 0.10583555562176898 0.11921924354094114
тогда 0.32081258774869736 0.23116425773726154 0.2503691272372129 0.2644548068471314 0.33912421370913315
речи 0.13860053703724312 0.10394283589367904 0.11828242033837472 0.1258584985772388 0.14513647039766747
ученого 0.19184169887564248 0.1365619147927044 0.15372846848832716 0.14588144153270863 0.1853081720255933
прозвучало 0.17524551806535768 0.1319726649045966 0.1640141813692732 0.16018354364375847 0.17105369725439382
неявное 0.18069888615522367 0.13147833522232588 0.14243975110082613 0.12728870878834378 0.16327852919737593
сопоставление 0.27132867012490114 0.14653535013905805 0.21166672880814957 0.1902179580769632 0.2475095164817365
с 0.34231577930064916 0.3603577098730107 0.35736173759058487 0.3575078587071496 0.3467711454874328
другим 0.19560711969959757 0.14300156092390665 0.15435124906429265 0.13586997005497373 0.17623714262573908
знаменитым 0.2753832847111976 0.14718332283068317 0.19408464981089185 0.1687648049103884 0.2488053778245728
злые 0.1542371650748612 0.12001669197694019 0.12091878982261815 0.12138909166753573 0.15581382792041254
подсолнечным 0.24236416884366335 0.1495264483080342 0.2087579611092651 0.1965347198426769 0.22390054264193734
люблю 0.11271406809000739 0.09314607442111099 0.11023448371558538 0.11849887519926106 0.12046111066115928
салат 0.13793921533199097 0.11496790475469447 0.12084592722672394 0.12572441636994772 0.14272022893550393
из 0.3318089604946298 0.3196666656176892 0.3260155068740005 0.31798279551976927 0.32194220524526335
картошки 0.17827559735203274 0.13079598769074557 0.1558332210006527 0.15751679752096898 0.18331038578872064
зеленью 0.184370183754233 0.15545269855018895 0.16864379013332556 0.14595593164787032 0.16497934720984858
заправленный 0.21276189203297624 0.15037016275025442 0.19474847108051477 0.18786407043785291 0.21080694365702873
пахучим 0.19154414406915177 0.15736286804737548 0.1758571871268523 0.15318147281855699 0.16628870710833946
попадались 0.29461540764608884 0.156357160432249 0.21639528593344903 0.19075428690612758 0.2566345401042089
уши 0.10730527174284922 0.10204894921541866 0.10434586119286243 0.09393203521892646 0.09820199238681462
еще 0.39112208347875516 0.33712233601948816 0.3555457039680819 0.3096554087272619 0.33925919926567866
увижу 0.1170017467819663 0.10045601634850687 0.11365902572261326 0.11560865873098641 0.11784239086417755
здесь 0.25145237792091696 0.22497476858913407 0.24149976215518132 0.2398879668667968 0.25139710051024544
хоть 0.1093507151244096 0.10501882405203376 0.11098960516394357 0.10982822579443709 0.10998623147323239
соринку 0.1466517307269172 0.1317611970126455 0.15333602112318748 0.13584017400890902 0.132245349747577
тебе 0.23245301170035912 0.21782007011910673 0.2282255219577271 0.21532112688646216 0.22520990254042822
берегу 0.1283083376024866 0.10517406750940228 0.10771078834870412 0.10982822579443709 0.1296266299505953
озера 0.30976412660106867 0.23947122907409255 0.25742301056996936 0.24448871961221358 0.29246824671392824
появляются 0.21873721059951703 0.13715421972731706 0.17610889427630508 0.16474233869165564 0.20426014416457441
русалки 0.16890114546919632 0.14027258830576295 0.154561437508681 0.14451082341373303 0.1597419076158851
рукавом 0.1835710892553144 0.11947671473391926 0.14495682259535336 0.14017549871132104 0.17545422639777547
рубашки 0.16597312010375567 0.13710022200301497 0.15258752354718333 0.14017549871132104 0.1505763883264491
виднелся 0.17553243713186434 0.14103530616153004 0.16689508783186452 0.15318147281855699 0.16236062741286686
тонкий 0.30830139178801613 0.264825089124079 0.2951200088609657 0.28324121389091667 0.2972246969574256
ремешок 0.16438685788948434 0.1395031207344581 0.1535811044002862 0.14451082341373303 0.15188574822493994
мужских 0.17707695560365483 0.16019774857323538 0.16412630918788457 0.1343950657747717 0.14795766852946737
вторичном 0.2506353932466494 0.132908648654065 0.19290041069374342 0.18641896220371557 0.23961286142382768
рынке 0.19145469319240713 0.1335768704923034 0.14053869973522265 0.12427930813581038 0.16890742690532115
жилья 0.17466774532333298 0.1202799308829129 0.1360477142791977 0.13150484930649703 0.1636699873113577
розетки 0.22229139210217003 0.14395118327384307 0.1638282349319537 0.148846148116145 0.20164142436759272
заклеивают 0.24919225243516954 0.15518945964421624 0.19613948427485872 0.1690776633940676 0.22390054264193734
обоями 0.19066156208527152 0.135372294825348 0.1500704520526561 0.13584017400890902 0.17283550660079375
во 0.026733885363076196 0.029266766571734583 0.0296948197630675 0.02601194821447194 0.02356847817283551
время 0.3106211511915933 0.2560032109162245 0.26458395730893786 0.2369977503985221 0.2815123781755353
досадой 0.1514582245039949 0.12597669079678375 0.14362542425219554 0.13873039047718366 0.14664830863097653
хмурила 0.18051186927064833 0.14320196484915151 0.16690171170421855 0.15607168928683166 0.16759806700683028
брови 0.06968819637584395 0.07388913599187696 0.07372369930023227 0.07803584464341583 0.07463351421397912
оглядываясь 0.2580598160164531 0.14939820371281673 0.2241915836941295 0.2023151527792262 0.23044734213439164
летнего 0.22738412868483054 0.14913496480684402 0.18709789851162273 0.16763255515993028 0.208188223860047
лесу 0.16171525837071166 0.11317248042164986 0.14025387322399982 0.14595593164787032 0.16236062741286686
ветром 0.22725889745738806 0.1350753073416865 0.1601519857754731 0.15318147281855699 0.21342566345401046
трепало 0.2455486200557719 0.15441324235737364 0.17920224266563198 0.16040701398924362 0.2186631030479739
сухие 0.351995716686265 0.2974356091054637 0.30322346309430986 0.25012290869001685 0.2970492157339165
стебли 0.1798558961745211 0.14453840852562833 0.152474917717165 0.1343950657747717 0.16236062741286686
растений 0.15813125990914376 0.12987802637760998 0.14576493502254367 0.13873039047718366 0.15450446802192166
почерневшие 0.262108959037093 0.1535627781996157 0.22235014717971222 0.20520536924750088 0.24485030101779115
от 0.23120545705043968 0.22857608189567463 0.23110186197955027 0.22805749483495158 0.23028927840204977
шкаф 0.10865299828580152 0.09012220186019378 0.0949200908330933 0.10260268462375044 0.11653303096568669
орехового 0.1920152520200068 0.13955711845876023 0.15525032023349902 0.14162060694545833 0.17676358629626632
дерева 0.1307950719759871 0.11571712317938602 0.11667288764369192 0.11705376696512373 0.1309359898490862
был 0.496224934282579 0.4648561440337596 0.46736063578155634 0.4947105678650911 0.5192941748849895
явно 0.11508749801963139 0.10345289004727305 0.1116254969099294 0.10693800932616243 0.11260495127021411
была 0.6209500961858209 0.5702092189145679 0.5887430225699231 0.5982748089328547 0.6337301908695772
страшной 0.16517402560483702 0.12338480003028325 0.15626377270366393 0.14740103988200767 0.15319510812343082
лопоухая 0.25438636667814063 0.16397758927438194 0.23987691342844666 0.2008700445450889 0.21604438325099218
гнилыми 0.2153142237160895 0.17302220809498256 0.20822142744858954 0.17196787986234227 0.1820010258902298
привале 0.2180878094045384 0.11666814432372695 0.16258064885123447 0.1557177852294919 0.20522212286550648
качестве 0.1360786370957028 0.10460034168869256 0.12352197165774764 0.13728528224304637 0.14402958883399478
примера 0.1509394094188761 0.12023943258968633 0.13154348107846475 0.13584017400890902 0.15188574822493994
приводится 0.22979930235693535 0.1420072651989677 0.181990892926674 0.17052277162820495 0.21997246294646478
жирность 0.21093709414738593 0.1476095290953099 0.16545108365868838 0.15173636458441966 0.19640398477362925
куриного 0.23171355111927028 0.1582605802138978 0.2048101331862697 0.17341298809647962 0.20033206446910184
только 0.363928033296137 0.3310967188310662 0.338546935462041 0.34844986070348466 0.37948489511622263
мне 0.1532538202133284 0.1368193085841908 0.13769289296737325 0.1437957183081805 0.1576901271563943
хотелось 0.28260513659517755 0.21627862992743155 0.24297360789762248 0.25740804195283284 0.2839286196376988
сгущенки 0.18730902929445517 0.16656238240186333 0.18536572174737478 0.15589291301044353 0.16068680651170328
папа 0.10766860829375006 0.11044928333329623 0.11171372415819118 0.10869597604397896 0.10496476876974166
привозил 0.16423844935583384 0.1333688122504693 0.15619992403715868 0.15160228237712856 0.15939094516886695
стоило 0.15004434734703762 0.1272164117454514 0.13636272379640482 0.13157933942165875 0.1464323317405038
журчание 0.1960166879063829 0.1411433016101342 0.16906109409162876 0.1632972304575183 0.19247590507815668
водяных 0.17156678159618607 0.1459895973662471 0.16310623284536563 0.13873039047718366 0.14795766852946737
струй 0.10128224604204462 0.09970679792381533 0.09886791875608866 0.09971246815547577 0.10343943198077807
мы 0.1850104798925803 0.18052239458196853 0.18062760439393546 0.18016179253013123 0.18675251748062963
непременно 0.19515199609785158 0.1281703483465563 0.16620620510704656 0.17052277162820495 0.19902270457061097
подумаем 0.2018667752454812 0.1385244119814827 0.15715137159910247 0.14740103988200767 0.19247590507815668
о 0.03182084298875114 0.03601669086358505 0.035345187743077336 0.03299912101664109 0.0298993007748171
юный 0.1400954074180923 0.1217858061943172 0.1256080859060583 0.12032737949551646 0.13595965639839805
котел 0.1978414857919732 0.12305406396893294 0.16913395668752298 0.17630320456475426 0.19902270457061097
бросают 0.1898445774110039 0.13732971233129887 0.16588825923405362 0.15896190575510627 0.18854782538268408
куски 0.15337247326632983 0.13600001837035983 0.14001541381925514 0.12716952460408504 0.1361734294430496
баранины 0.20704299931310338 0.1453011263813954 0.18242144462968524 0.16474233869165564 0.1872384654841932
специи 0.2137458516771671 0.16881713531495704 0.20416099369557583 0.161852122223381 0.17414486649928462
турист 0.11868561389848142 0.10546747351134987 0.1099508738339786 0.11324929834872137 0.11928535891557565
пашки 0.1703800666313741 0.10450584567116389 0.14518203425539003 0.15751679752096898 0.17545422639777547
обгорели 0.23229796351400178 0.14200051548342996 0.18161995607484893 0.17052277162820495 0.21211630355551958
ресницы 0.20551637101666181 0.14789976686343365 0.16022484837136733 0.14017549871132104 0.18592910558570236
щеки 0.15493488191346927 0.11967245648451434 0.12033588905546447 0.1054929010920251 0.13486406954455876
ходит 0.17046951750811867 0.1374984552197429 0.14672539651387645 0.1343950657747717 0.15712318781890341
намазанный 0.24519677994057637 0.14789976686343365 0.18876049047248147 0.17341298809647962 0.22520990254042822
кремом 0.16130378433768638 0.13678298537274017 0.14641407451323754 0.13584017400890902 0.15319510812343082
вручил 0.18087624467877542 0.14095389632718683 0.15077123071149762 0.14014600670654268 0.16802561309613345
вскрыл 0.16358333695542787 0.11960106258614585 0.1418759707899521 0.13730018026607868 0.15939094516886695
пачку 0.16367186565818542 0.13382306114769102 0.14648454705209682 0.14159081089939363 0.16068680651170328
сухарей 0.15126014153157488 0.11786422856735687 0.12898769065997123 0.13300954963276376 0.15031991576901274
заварил 0.20825492036689494 0.15962172645754888 0.17781368781566678 0.1473116517438136 0.1788288653114117
чай 0.15296665523375852 0.1548656124677962 0.15624362793722643 0.1611221190947961 0.160308846953376
достал 0.16334135850122386 0.13525260914777118 0.1467402148674932 0.14588144153270863 0.16068680651170328
чашки 0.15274152182438477 0.12402998933405776 0.12803713083349758 0.1144168168883989 0.13736130234064955
товарищам 0.1971979262869044 0.13710573197488254 0.16396274009506082 0.15854901768820992 0.18726518711477466
единственным 0.17747053946133115 0.13023576130111136 0.14153228058832548 0.14306571517959565 0.17152614670230285
сын 0.19723620152600121 0.1695933526017996 0.1818551035434166 0.19147684102319626 0.2062241840123107
гриша 0.16574054782421965 0.12333080230598117 0.13448448040364921 0.1343950657747717 0.16759806700683028
умер 0.10706077267974724 0.10146172396363337 0.10411402566047177 0.1054929010920251 0.10736751167625065
бездетным 0.258560740926223 0.16609025023770135 0.22554947752670343 0.19075428690612758 0.22520990254042822
младший 0.1904886237235652 0.14603684537501144 0.1648019441679945 0.148846148116145 0.17414486649928462
остался 0.15699225207859557 0.12874407416726602 0.14359230489042543 0.14017549871132104 0.15188574822493994
ведро 0.17141854871472356 0.1363916396208467 0.14864293996983075 0.1330679255597476 0.15263395388122045
болотах 0.1915347993727496 0.11111061628660433 0.15589836712669117 0.15446270279933855 0.18789989471126592
очень 0.32389823815546626 0.2821776232222384 0.2951805608469772 0.30304861098123764 0.334147554722283
неопытным 0.21827536493802704 0.1342475337170129 0.15132194112720265 0.15496479787344983 0.21261776053792034
дипломатом 0.2135005913300077 0.1575056173504507 0.18189209857518107 0.1564406530912922 0.18319895090374266
большим 0.2131229944375368 0.15097763714865295 0.16741541414529088 0.1564406530912922 0.20058279296030224
мои 0.11617879871591577 0.09836360453180076 0.10795587162580284 0.10838311756029975 0.11391431116870497
обязанности 0.1534738509266404 0.11727630746860897 0.13589536521505527 0.15029125635028232 0.16890742690532115
входило 0.158071625991314 0.12944604458319325 0.13841906058193656 0.13728528224304637 0.15712318781890341
утром 0.12024583191190462 0.11099232230295283 0.11239386610299561 0.11849887519926106 0.1270079101536136
включить 0.22135513959224298 0.15279331062831084 0.17256512256690487 0.15173636458441966 0.20033206446910184
рубильник 0.21134260478862824 0.14458565653439265 0.16455023701854177 0.15029125635028232 0.19378526497664755
забрать 0.19017852735085056 0.1311604723297847 0.1455993382136932 0.13728528224304637 0.17676358629626632
завершения 0.16584788887631322 0.11309823355073449 0.14347307518805308 0.15029125635028232 0.17152614670230285
техосмотра 0.2170555341167181 0.15032291474149007 0.1981067743640024 0.17774831279889158 0.19640398477362925
эксперты 0.18609360397951277 0.14373519237663468 0.1833554106316019 0.17341298809647962 0.17676358629626632
называют 0.3954205823454955 0.2919994438791075 0.33828778499210804 0.3005825127005647 0.35614589238951433
цену 0.10319649480437955 0.10129298107518932 0.10050401522753138 0.10260268462375044 0.10474879187926894
по 0.13353823219615554 0.14168327885315515 0.13904170458321433 0.1343950657747717 0.12831727005210447
которой 0.14567373447450932 0.12090090471238697 0.12186600356924288 0.12861463283822236 0.15319510812343082
можно 0.24838123115268493 0.21458695637651887 0.2249533290148417 0.2167662351205995 0.24354094111930027
австралию 0.16844792769369024 0.1176205429610348 0.14310213833622804 0.15029125635028232 0.17414486649928462
миссионеры 0.2021112743085832 0.1493172071263636 0.18732973404401335 0.17341298809647962 0.18854782538268408
расспрашивали 0.26102362173259164 0.14617183968576666 0.23767116393455834 0.22399177629128614 0.24877838071326372
жителей 0.16223407345583044 0.13733646204683664 0.14377777331633795 0.13728528224304637 0.15581382792041254
про 0.04718831917867989 0.04826721581053368 0.050281815039358774 0.05202389642894388 0.04975567614265274
пещеру 0.2027732107964934 0.1378696895743198 0.18707140302220662 0.1690776633940676 0.18592910558570236
которую 0.2352319522712254 0.211158100883336 0.2154745676762404 0.23844285863265943 0.25401582030722714
цветастое 0.27364812213714934 0.1438566872563144 0.20253814496884115 0.19075428690612758 0.2592532599011906
покрывало 0.1758246433292301 0.14780527084590495 0.17277046260987944 0.15318147281855699 0.15581382792041254
она 0.2620787732085833 0.23571586230468966 0.2473926867805672 0.2505996454270519 0.26229043492346327
осторожно 0.1757769361949663 0.12648966917765364 0.15286572618605213 0.15318147281855699 0.17414486649928462
присела 0.15832208844619894 0.13934112756155184 0.15485288789225785 0.148846148116145 0.15319510812343082
своей 0.30243341427356885 0.24555465126376946 0.27004865200100353 0.24566839980334612 0.27496557868308097
он 0.2289763542908848 0.2389196808901497 0.23630664622963038 0.2398879668667968 0.23306606193137339
первые 0.14580492909373477 0.12810960090671644 0.13610732913038387 0.12283419990167305 0.132245349747577
почти 0.11037045511929827 0.10093524615168796 0.1134669334243467 0.11849887519926106 0.11784239086417755
изменилась 0.15772574926790148 0.11795127902238511 0.15156082333231038 0.15173636458441966 0.15712318781890341
слегка 0.10550432742439082 0.10468808799068345 0.10543880013127559 0.11271844226271174 0.11260495127021411
пополнела 0.17060667551912712 0.1433842071686711 0.16676261038478415 0.15318147281855699 0.1584325477173943
появились 0.18162702353406465 0.14260798988182852 0.16053617037200624 0.14740103988200767 0.16890742690532115
ловил 0.14013970689990868 0.13346212532816143 0.1390682000726304 0.12427930813581038 0.1270079101536136
написал 0.1702406954027967 0.14415054342864395 0.16423707125961876 0.15446270279933855 0.16068680651170328
взял 0.11013560814392752 0.10885941219302016 0.1152537400636793 0.11298660667729392 0.10755649145541428
карандаш 0.12322015041149557 0.10819807923971203 0.11951487032028539 0.11870744752171387 0.12181096622661378
подвинул 0.17663836965541005 0.14447786983987726 0.1753684546068759 0.1587533334326535 0.16068680651170328
чистый 0.11436728013573912 0.1096543477631582 0.11668285759589488 0.12299807815502883 0.12181096622661378
лист 0.0547343459582436 0.05925276056407025 0.05814803904014763 0.06578966971082938 0.0622013444561432
рыбу 0.0466396871346462 0.05073761169735445 0.049791648485161356 0.05635922113135587 0.053683755838125326
коллекционирование 0.28878321048233946 0.12104264873867997 0.27459262843586063 0.2774607809543673 0.28805917766798955
раритетных 0.25387947837658775 0.15742361548721534 0.22607276344267088 0.19942493631095154 0.22128182284495562
машин 0.10739472261959385 0.1058422893476407 0.10586935183428683 0.1054929010920251 0.10605815177775979
занятие 0.14393242407388065 0.1274953767927801 0.13828658313485614 0.12861463283822236 0.1296266299505953
для 0.3056894261870731 0.29300515149423395 0.2966633711194522 0.29913740446642734 0.3076995761453524
звезд 0.1873220626868056 0.1545617360992044 0.17378391508004437 0.14306571517959565 0.1597419076158851
быстро 0.27323068471234113 0.23431637489339627 0.26467669152189405 0.2702352397836807 0.284131097972517
продуктами 0.21382933916212876 0.1379236872986219 0.17190935920385697 0.161852122223381 0.19378526497664755
питания 0.14507739529621183 0.12385053040238882 0.13429901197773667 0.12572441636994772 0.1335547096460679
является 0.146228329910326 0.13093773171703857 0.13837931734781242 0.13584017400890902 0.14533894873248562
одной 0.10720389408253864 0.10244043271660881 0.10162344965536059 0.10693800932616243 0.10998623147323239
самых 0.07893145363945495 0.07682526225080329 0.077446315563191 0.08959671051651447 0.0890364730973786
прибыльных 0.16094598083070788 0.1320919330739958 0.14651343259854785 0.14740103988200767 0.1597419076158851
отраслей 0.18700003953052494 0.15501396704023443 0.17944070207037666 0.14595593164787032 0.15450446802192166
воровали 0.21939318369564426 0.14044133119420701 0.18146760701070647 0.17196787986234227 0.2055695040630653
ресторана 0.17571730227713653 0.13178144615925877 0.14501643744653953 0.13294995754063438 0.16628870710833946
атрибутику 0.22059778883580516 0.1467658146530897 0.20645947740242043 0.18786407043785291 0.19771334467212012
скульптурки 0.31990018880590215 0.14959394546341181 0.2783019969541113 0.2500037245057581 0.2867498177694987
кувшинчики 0.2675833526938639 0.17045056647509535 0.23073596957990036 0.19508961160853955 0.23044734213439164
оставался 0.2333498566419059 0.13471151854961 0.18657194938924485 0.1802064865992283 0.22288815096784648
